ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-11,2,2016-02-08 15:43:50,2016-02-08 21:43:50,39.19288,-84.47723,39.19615,-84.47335,0.307,At OH-4/Paddock Rd/Exit 9 - Accident.,,I-75 N,R,Cincinnati,Hamilton,OH,45216,US,US/Eastern,KLUK,2016-02-08 15:47:00,33.8,29.6,100.0,29.66,3.0,NNW,4.6,0.03,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-12,2,2016-02-08 16:50:57,2016-02-08 22:50:57,39.13877,-84.53394,39.13977,-84.5343,0.07200000000000001,At US-52/Hopple St/Exit 3 - Accident.,,Hopple St,R,Cincinnati,Hamilton,OH,45225,US,US/Eastern,KLUK,2016-02-08 16:53:00,35.1,32.2,96.0,29.69,10.0,South,3.5,,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-13,2,2016-02-08 17:27:39,2016-02-08 23:27:39,41.4739,-81.704233,41.47388,-81.70559,0.07,At US-42/Exit 170 - Accident.,,I-90 E,R,Cleveland,Cuyahoga,OH,44113,US,US/Eastern,KBKL,2016-02-08 17:36:00,33.1,24.4,96.0,29.59,1.8,West,11.5,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-14,2,2016-02-08 17:30:18,2016-02-08 23:30:18,39.582242,-83.677814,39.603013,-83.63731899999998,2.59,Between OH-72/Exit 58 and US-35/Exit 65 - Accident.,,I-71 N,R,Jamestown,Greene,OH,45335,US,US/Eastern,KSGH,2016-02-08 17:28:00,33.8,28.6,93.0,29.64,1.0,West,5.8,0.01,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-15,3,2016-02-08 18:11:11,2016-02-09 00:11:11,40.151785,-81.312635,40.151747,-81.312682,0.004,At Shipley Rd - Accident.,48999.0, Titus Rd,R,Freeport,Guernsey,OH,43973,US,US/Eastern,KPHD,2016-02-08 18:23:00,33.1,,92.0,29.62,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-16,3,2016-02-08 18:11:11,2016-02-09 00:11:11,40.151747,-81.312682,40.151785,-81.312635,0.004,At Titus Rd - Accident.,22549.0, Cadiz Rd,L,Freeport,Harrison,OH,43973-8626,US,US/Eastern,KPHD,2016-02-08 18:23:00,33.1,,92.0,29.62,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-17,3,2016-02-08 19:47:42,2016-02-09 01:47:42,39.972409999999996,-82.84695,39.98529,-82.85667,1.028,At OH-16/Broad St/Exit 39 - Accident.,,Outerbelt N,R,Columbus,Franklin,OH,43213,US,US/Eastern,KCMH,2016-02-08 19:51:00,34.0,,100.0,29.65,6.0,Calm,,0.07,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-18,2,2016-02-08 19:47:42,2016-02-09 01:47:42,39.9838,-82.85656999999998,39.9725,-82.84746,0.9179999999999999,At I-270 - Accident.,,Outerbelt S,R,Columbus,Franklin,OH,43213,US,US/Eastern,KCMH,2016-02-08 19:51:00,34.0,,100.0,29.65,6.0,Calm,,0.07,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-19,3,2016-02-08 20:13:22,2016-02-09 02:13:22,40.02664,-82.9944,40.01228,-82.99218,0.9990000000000001,Between Weber Rd/Exit 113 and Hudson St/Exit 112 - Accident.,,North Fwy S,R,Columbus,Franklin,OH,43224,US,US/Eastern,KCMH,2016-02-08 20:12:00,33.8,27.0,100.0,29.63,1.0,West,8.1,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-20,4,2016-02-08 21:00:17,2016-02-09 03:00:17,41.679361,-83.573037,41.666123999999996,-83.566335,0.978,Closed between I-475/Exit 204 and US-24/Detroit Ave/Exit 203 - Road closed due to accident.,,I-75 S,R,Toledo,Lucas,OH,43610,US,US/Eastern,KDUH,2016-02-08 20:55:00,33.4,26.6,79.0,29.62,10.0,West,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-21,2,2016-02-08 21:10:10,2016-02-09 03:10:10,40.99613,-85.26613,40.98982,-85.26986,0.47700000000000004,At Fort Wayne - Accident.,,US-33 S,R,Roanoke,Allen,IN,46783,US,US/Eastern,KFWA,2016-02-08 20:54:00,28.0,16.1,88.0,29.71,8.0,West,16.1,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-22,3,2016-02-08 21:30:31,2016-02-09 03:30:31,39.0381,-84.59243000000002,39.03475,-84.60007,0.47100000000000003,At I-275/Exit 185 - Accident.,,I-75 S,R,Ft Mitchell,Kenton,KY,41017,US,US/Eastern,KCVG,2016-02-08 21:15:00,26.6,15.2,80.0,29.73,3.0,West,13.8,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-23,2,2016-02-09 05:54:01,2016-02-09 11:54:01,40.03386,-82.99601,40.022459999999995,-82.99515,0.789,Between Broadway/Exit 114 and Weber Rd/Exit 113 - Accident.,,North Fwy N,R,Columbus,Franklin,OH,43224,US,US/Eastern,KCMH,2016-02-09 05:51:00,25.0,15.5,88.0,29.65,1.0,SW,9.2,0.02,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-24,2,2016-02-09 06:10:59,2016-02-09 12:10:59,39.85798,-84.28181,39.86441,-84.21554,3.543,Between OH-48/Exit 29 and Dayton Intl Airport Rd/Exit 32 - Accident.,,I-70 E,R,Dayton,Montgomery,OH,45415,US,US/Eastern,KDAY,2016-02-09 06:03:00,23.0,10.1,88.0,29.66,2.0,West,15.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-25,2,2016-02-09 06:46:32,2016-02-09 12:46:32,39.15267,-84.5395,39.14745,-84.53923,0.361,At I-74/US-52/US-27/Exit 4 - Accident.,,I-75 S,R,Cincinnati,Hamilton,OH,45223,US,US/Eastern,KLUK,2016-02-09 06:53:00,21.0,9.3,88.0,29.78,1.5,WSW,11.5,0.01,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-26,2,2016-02-09 07:18:10,2016-02-09 13:18:10,39.307320000000004,-85.95982,39.30457,-85.96284,0.249,At US-31/Exit 76 - Accident.,,I-65 S,R,Edinburgh,Bartholomew,IN,46124,US,US/Eastern,K1II,2016-02-09 06:50:00,19.0,9.0,100.0,29.05,2.0,W,9.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-27,4,2016-02-09 07:28:15,2016-02-09 13:28:15,39.77572,-84.04815,39.76485,-84.09274,2.484,Closed between OH-844/Fairfield Rd/Exit 17 and Colonel Glenn Hwy/Exit 15 - Road closed due to accident.,,I-675 S,R,Fairborn,Greene,OH,45324,US,US/Eastern,KFFO,2016-02-09 07:08:00,23.0,12.4,86.0,29.68,1.5,SW,10.4,,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-28,2,2016-02-09 07:25:40,2016-02-09 13:25:40,39.97643,-83.12306,39.97609,-83.11068,0.6559999999999999,At I-270/Exit 93 - Accident.,,I-70 E,R,Columbus,Franklin,OH,43228,US,US/Eastern,KTZR,2016-02-09 07:20:00,21.2,8.3,93.0,29.66,1.5,WSW,13.8,,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-29,3,2016-02-09 07:44:49,2016-02-09 13:44:49,39.58595,-85.82518,39.58444,-85.82301,0.156,At Fairland Rd/400/Exit 109 - Accident.,,US-421 S,R,Shelbyville,Shelby,IN,46176,US,US/Eastern,KGEZ,2016-02-09 07:41:00,21.9,9.8,82.0,29.75,1.5,West,12.7,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-30,3,2016-02-09 07:48:40,2016-02-09 13:48:40,39.3638,-85.51659000000002,39.45279,-85.62799999999999,8.554,Between US-421/Exit 132 and US-421/Exit 123 - Accident.,,I-74 W,R,Greensburg,Decatur,IN,47240,US,US/Eastern,KBAK,2016-02-09 06:50:00,19.4,8.6,100.0,29.78,2.0,West,9.2,,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-31,3,2016-02-09 07:48:40,2016-02-09 13:48:40,39.45132,-85.62516,39.36277000000001,-85.51655,8.429,Between US-421/Exit 123 and US-421/Exit 132 - Accident.,,US-421 S,R,Saint Paul,Decatur,IN,47272,US,US/Eastern,KGEZ,2016-02-09 07:48:00,21.2,8.9,86.0,29.75,3.0,West,12.7,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-32,2,2016-02-09 08:00:16,2016-02-09 14:00:16,39.75067,-84.14148,39.74883,-84.13401999999998,0.41600000000000004,At Smithville Rd - Accident.,,US-35 E,R,Dayton,Montgomery,OH,45410,US,US/Eastern,KFFO,2016-02-09 07:58:00,22.5,12.4,90.0,29.73,1.2,SW,9.2,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-33,3,2016-02-09 08:02:55,2016-02-09 14:02:55,39.2675,-81.49929,39.26867,-81.49909,0.08199999999999999,At US-50/Exit 176 - Accident.,,US-50 E,R,Parkersburg,Wood,WV,26104,US,US/Eastern,KPKB,2016-02-09 07:53:00,24.1,13.7,88.0,29.72,1.0,WSW,10.4,0.02,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-34,2,2016-02-09 08:18:58,2016-02-09 14:18:58,39.86025,-85.96623000000002,39.86025,-85.96623000000002,0.0,At High Timber Dr - Accident.,5800.0, Long Lake Ln,L,Indianapolis,Marion,IN,46235-6127,US,US/Eastern,KMQJ,2016-02-09 08:14:00,19.4,5.0,86.0,29.76,5.0,WNW,16.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-35,2,2016-02-09 09:07:19,2016-02-09 15:07:19,41.95677,-83.67214,41.95939,-83.67235,0.18100000000000002,At M-50/Exit 17 - Accident.,,US-23 N,R,Dundee,Monroe,MI,48131,US,US/Eastern,KTTF,2016-02-09 09:14:00,30.2,22.6,93.0,29.58,1.2,West,8.1,,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-36,3,2016-02-09 10:07:49,2016-02-09 16:07:49,38.27401,-85.74844,38.285579999999996,-85.75518000000002,0.879,Between US-31/IN-62 and Stansifer Ave/Exit 1 - Accident.,,I-65 S,R,Jeffersonville,Clark,IN,47130,US,US/Eastern,KLOU,2016-02-09 09:53:00,23.0,11.1,74.0,29.87,10.0,West,12.7,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-37,2,2016-02-09 11:09:49,2016-02-09 17:09:49,41.95677,-83.67214,41.95939,-83.67235,0.18100000000000002,At M-50/Exit 17 - Accident.,,US-23 N,R,Dundee,Monroe,MI,48131,US,US/Eastern,KTTF,2016-02-09 11:15:00,31.8,22.3,84.0,29.6,2.5,WNW,12.7,,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-38,2,2016-02-09 11:28:49,2016-02-09 17:28:49,40.52225,-80.06666,40.5283,-80.07188000000002,0.5,At Camp Horne Rd/Exit 15 - Accident.,,I-279 N,R,Pittsburgh,Allegheny,PA,15237,US,US/Eastern,KPIT,2016-02-09 11:12:00,30.0,20.0,88.0,29.56,1.5,West,12.7,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-39,2,2016-02-09 12:31:08,2016-02-09 18:31:08,40.487814,-80.009439,40.48614,-80.009008,0.11800000000000001,At Venture St/Exit 10 - Accident.,,US-19 Trk S,R,Pittsburgh,Allegheny,PA,15214,US,US/Eastern,KAGC,2016-02-09 12:53:00,28.9,18.2,82.0,29.61,1.0,SW,13.8,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-40,4,2016-02-09 15:33:59,2016-02-09 21:33:59,40.156298,-83.018431,40.15332100000001,-83.01820500000002,0.20600000000000002,Closed at Gold Meadow Dr - Road closed due to accident.,9219.0, Columbus Pike,L,Lewis Center,Delaware,OH,43035-9415,US,US/Eastern,KDLZ,2016-02-09 15:36:00,26.6,16.8,86.0,29.68,2.0,West,10.4,,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-41,2,2016-02-09 17:12:40,2016-02-09 23:12:40,41.47461,-81.71181999999997,41.47023,-81.74188000000002,1.585,Between 41st St/Exit 169 and OH-10/Lorain Ave/Exit 167 - Accident.,,Northwest Fwy W,R,Cleveland,Cuyahoga,OH,44113,US,US/Eastern,KBKL,2016-02-09 17:13:00,30.9,18.7,92.0,29.62,1.0,West,19.6,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-42,2,2016-02-09 17:13:58,2016-02-09 23:13:58,41.0618,-81.54608,41.06193,-81.54149,0.239,At OH-59/Exit 21 - Accident.,,I-76 E,R,Akron,Summit,OH,44307,US,US/Eastern,KAKR,2016-02-09 17:13:00,28.9,20.4,82.0,29.62,2.5,SW,9.2,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-43,4,2016-02-09 18:20:58,2016-02-10 00:20:58,40.45112,-85.15048,40.35429,-85.14993,6.69,Closed between IN-26 and IN-67 - Road closed due to accident.,9001.0, W State Road 26,R,Dunkirk,Jay,IN,47336,US,US/Eastern,KMIE,2016-02-09 18:20:00,19.9,7.3,81.0,29.85,2.0,WNW,12.7,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-44,4,2016-02-09 18:20:58,2016-02-10 00:20:58,40.35429,-85.14993,40.45112,-85.15048,6.69,Closed between IN-67 and IN-26 - Road closed due to accident.,473.0, N Meridian St,R,Redkey,Jay,IN,47373-9430,US,US/Eastern,KMIE,2016-02-09 18:20:00,19.9,7.3,81.0,29.85,2.0,WNW,12.7,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-45,4,2016-02-09 22:37:48,2016-02-10 04:37:48,39.75855,-85.13715,39.74408,-85.13749,1.0,Closed between Lindsey Rd and Bentonville Rd - Road closed due to accident.,5149.0, S State Road 1,R,Milton,Wayne,IN,47357-9741,US,US/Eastern,KAID,2016-02-09 15:45:00,23.0,11.7,80.0,29.79,3.0,WNW,11.5,,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-46,4,2016-02-09 22:37:48,2016-02-10 04:37:48,39.74408,-85.13749,39.75855,-85.13715,1.0,Closed between Bentonville Rd and Lindsey Rd - Road closed due to accident.,6114.0, S State Road 1,L,Milton,Wayne,IN,47357,US,US/Eastern,KAID,2016-02-09 15:45:00,23.0,11.7,80.0,29.79,3.0,WNW,11.5,,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-47,4,2016-02-10 06:17:32,2016-02-10 12:17:32,39.965148,-83.020499,39.976605,-83.02107099999998,0.792,Closed between US-33/Dublin Rd and Goodale St - Road closed due to accident.,,W Innerbelt N,R,Columbus,Franklin,OH,43215,US,US/Eastern,KCMH,2016-02-10 06:19:00,15.8,2.7,73.0,29.87,4.0,WSW,11.5,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-48,4,2016-02-10 06:18:49,2016-02-10 12:18:49,40.72813,-84.78965,40.74559,-84.78962,1.206,Closed between Willshire and US-33/Rockford Rd - Road closed due to accident.,12998.0, State Route 49,R,Willshire,Van Wert,OH,45898-9523,US,US/Eastern,KFWA,2016-02-10 05:54:00,17.1,0.6,77.0,29.91,2.5,West,19.6,0.01,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-49,2,2016-02-10 06:29:48,2016-02-10 12:29:48,39.85223,-85.25846999999997,39.852270000000004,-85.26281999999998,0.231,At Wilbur Wright Rd/Exit 131 - Accident.,,I-70 W,R,Straughn,Henry,IN,47387,US,US/Eastern,KAID,2016-02-10 08:46:00,12.2,-1.8,85.0,29.97,2.0,West,11.5,,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-50,2,2016-02-10 08:19:15,2016-02-10 14:19:15,41.46747,-81.75909,41.47442,-81.71181999999997,2.494,Between West Blvd/98th St/Exit 167 and 41st St/Exit 169 - Accident.,,I-90 E,R,Cleveland,Cuyahoga,OH,44111,US,US/Eastern,KCLE,2016-02-10 07:51:00,19.9,5.7,78.0,29.83,8.0,WSW,16.1,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-51,2,2016-02-10 08:35:27,2016-02-10 14:35:27,41.83193,-80.10143000000002,41.84149,-80.11099,0.8240000000000001,Between Irish Rd and Blystone Rd - Accident.,25529.0, Highway 99,L,Cambridge Springs,Crawford,PA,16403,US,US/Eastern,KGKJ,2016-02-10 08:34:00,21.0,9.9,85.0,29.69,1.0,WSW,10.4,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-52,2,2016-02-10 08:44:31,2016-02-10 14:44:31,39.744287,-84.204939,39.75052,-84.20541,0.431,At US-35/Albany St/Exit 52 - Accident.,,I-75 N,R,Dayton,Montgomery,OH,45417,US,US/Eastern,KDAY,2016-02-10 08:47:00,14.0,-2.5,84.0,29.92,3.0,West,17.3,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-53,3,2016-02-10 08:39:16,2016-02-10 14:39:16,39.71548,-84.22033,39.71767,-84.21632,0.261,At Dryden Rd/Exit 50 - Accident.,,I-75 N,R,Dayton,Montgomery,OH,45439,US,US/Eastern,KMGY,2016-02-10 08:33:00,14.0,1.2,80.0,29.93,1.5,WSW,10.4,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-54,2,2016-02-10 08:39:16,2016-02-10 14:39:16,39.7504,-84.20561,39.73167,-84.2058,1.294,Between US-35/Albany St/Exit 52 and Edwin C Moses Blvd/Exit 51 - Accident.,,I-75 N,R,Dayton,Montgomery,OH,45402,US,US/Eastern,KFFO,2016-02-10 08:58:00,15.3,2.8,81.0,29.98,2.0,WSW,10.4,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-55,2,2016-02-10 08:48:06,2016-02-10 14:48:06,41.72316,-84.96444,41.715052,-84.951306,0.879,Between James Whitcomb Riley Service Area and Eastpoint Barrier Toll Plaza - Accident.,,I-90 E,R,Fremont,Steuben,IN,46737,US,US/Eastern,KANQ,2016-02-10 08:55:00,17.6,10.7,93.0,29.83,2.0,West,4.6,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-56,2,2016-02-10 09:06:09,2016-02-10 15:06:09,40.04376,-82.99708000000003,40.063759999999995,-82.99679,1.382,Between Cooke Rd/Exit 115 and Morse Rd/Exit 116 - Accident.,,North Fwy N,R,Columbus,Franklin,OH,43224,US,US/Eastern,KCMH,2016-02-10 09:07:00,15.8,3.4,79.0,29.9,1.0,WSW,10.4,0.01,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-57,2,2016-02-10 09:06:09,2016-02-10 15:06:09,38.1781,-85.71946,38.18104,-85.72116,0.223,At KY-61/Grade Lane/Exit 130 - Accident.,,Dr Martin Luther King Jr Expy N,R,Louisville,Jefferson,KY,40213,US,US/Eastern,KSDF,2016-02-10 08:56:00,17.1,5.8,68.0,30.12,10.0,West,9.2,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-58,2,2016-02-10 09:08:29,2016-02-10 15:08:29,38.18577,-85.80678,38.20648,-85.82785,1.8319999999999999,Between US-31/US-60/Exit 8 and South Cane Run Rd/Exit 5 - Accident.,,Henry Watterson Expy W,R,Louisville,Jefferson,KY,40216,US,US/Eastern,KSDF,2016-02-10 08:56:00,17.1,5.8,68.0,30.12,10.0,West,9.2,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-59,3,2016-02-10 09:08:29,2016-02-10 15:08:29,38.27191,-85.80838,38.27191,-85.80838,0.0,At Bank St/Exit 1 - Accident.,,Henry Watterson Expy W,R,Louisville,Jefferson,KY,40212,US,US/Eastern,KSDF,2016-02-10 08:56:00,17.1,5.8,68.0,30.12,10.0,West,9.2,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-60,2,2016-02-10 09:18:13,2016-02-10 15:18:13,39.923905,-82.87008,39.93844,-82.84829,1.53,At I-70/US-40/Main St/Exit 43 - Accident.,,Outerbelt N,R,Columbus,Franklin,OH,43232,US,US/Eastern,KCMH,2016-02-10 09:07:00,15.8,3.4,79.0,29.9,1.0,WSW,10.4,0.01,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-61,2,2016-02-10 09:34:38,2016-02-10 15:34:38,41.035565999999996,-81.569917,41.036015,-81.579895,0.521,At OH-619/Wooster Rd/Exit 17 - Accident.,,I-76 W,R,Akron,Summit,OH,44314,US,US/Eastern,KAKR,2016-02-10 09:46:00,21.0,6.6,74.0,29.79,1.5,WSW,17.3,0.0,Light Snow,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-62,3,2016-02-10 10:18:13,2016-02-10 16:18:13,39.9239,-83.68767,39.93271,-83.61197,4.0569999999999995,Between US-40/Exit 62 and OH-54/Exit 66 - Accident.,,E National Rd,R,South Charleston,Clark,OH,45368,US,US/Eastern,KSGH,2016-02-10 10:15:00,15.8,0.3,79.0,29.94,2.0,WSW,16.1,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
